Player,Team,Nation,Position,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Playing Time_MP,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG
Harry Maguire,Manchester United,eng ENG,DF,31.0,27.0,19,1758.0,19.5,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.05,0.0,0.05,0.05,0.05,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,19.5,1.0,15.0,7.0,46.7,0.77,0.36,0.07,0.14,0.0,0.0,0.0,18.0,11.0,3.0,3.0,37.0,16.0,N/a,N/a,0.0
Harry Wilson,Fulham,wls WAL,"MF,FW",27.0,N/a,12,1162.0,12.9,6.0,1.0,7.0,6.0,0.0,0.0,2.0,0.0,0.46,0.08,0.54,0.46,0.54,25.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,12.9,6.0,43.0,17.0,39.5,3.33,1.32,0.14,0.35,0.0,0.0,0.0,12.0,22.0,1.0,41.0,6.0,15.0,N/a,N/a,0.0
Harry Winks,Leicester City,eng ENG,MF,28.0,N/a,17,1538.0,17.1,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.12,0.12,0.0,0.12,22.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,17.1,0.0,10.0,4.0,40.0,0.59,0.23,0.0,0.0,0.0,0.0,0.0,9.0,13.0,0.0,33.0,8.0,10.0,N/a,N/a,0.0
Harvey Barnes,Newcastle United,eng ENG,"FW,MF",26.0,33.0,17,1755.0,19.5,9.0,4.0,13.0,9.0,0.0,0.0,0.0,0.0,0.46,0.21,0.67,0.46,0.67,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,19.5,9.0,63.0,21.0,33.3,3.23,1.08,0.14,0.43,0.0,0.0,0.0,15.0,23.0,5.0,47.0,6.0,9.0,N/a,N/a,0.0
Ian Maatsen,Aston Villa,nl NED,DF,22.0,N/a,10,1139.0,12.7,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.08,0.16,0.24,0.08,0.24,29.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,12.7,1.0,19.0,5.0,26.3,1.5,0.4,0.05,0.2,0.0,0.0,0.0,11.0,9.0,3.0,51.0,18.0,18.0,N/a,N/a,0.0
Ibrahima Konaté,Liverpool,fr FRA,DF,25.0,31.0,30,2560.0,28.4,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.04,0.07,0.11,0.04,0.11,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,28.4,1.0,19.0,4.0,21.1,0.67,0.14,0.05,0.25,0.0,0.0,0.0,27.0,20.0,0.0,0.0,19.0,28.0,N/a,N/a,0.0
Idrissa Gana Gueye,Everton,sn SEN,MF,34.0,N/a,35,3063.0,34.0,0.0,3.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.09,0.09,0.0,0.09,37.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,34.0,0.0,27.0,5.0,18.5,0.79,0.15,0.0,0.0,0.0,0.0,0.0,55.0,46.0,0.0,7.0,46.0,76.0,N/a,N/a,0.0
Igor,Brighton & Hove Albion,br BRA,DF,26.0,13.0,10,961.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,10.7,0.0,1.0,0.0,0.0,0.09,0.0,0.0,N/a,0.0,0.0,0.0,9.0,7.0,0.0,4.0,4.0,5.0,N/a,N/a,0.0
Iliman Ndiaye,Everton,sn SEN,"MF,FW",24.0,N/a,29,2430.0,27.0,9.0,0.0,9.0,7.0,2.0,2.0,3.0,0.0,0.33,0.0,0.33,0.26,0.26,33.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,27.0,9.0,37.0,17.0,45.9,1.37,0.63,0.19,0.41,2.0,2.0,0.0,24.0,52.0,5.0,37.0,19.0,27.0,N/a,N/a,0.0
Illia Zabarnyi,Bournemouth,ua UKR,DF,21.0,N/a,35,3109.0,34.5,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.03,0.03,0.0,0.03,36.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,34.5,0.0,12.0,1.0,8.3,0.35,0.03,0.0,0.0,0.0,0.0,0.0,20.0,7.0,0.0,6.0,39.0,35.0,N/a,N/a,0.0
Ismaila Sarr,Crystal Palace,sn SEN,MF,26.0,38.0,30,2711.0,30.1,8.0,6.0,14.0,8.0,0.0,0.0,4.0,0.0,0.27,0.2,0.46,0.27,0.46,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,30.1,8.0,59.0,29.0,49.2,1.96,0.96,0.14,0.28,0.0,0.0,0.0,14.0,55.0,11.0,55.0,8.0,11.0,N/a,N/a,0.0
Issa Diop,Fulham,fr FRA,DF,27.0,N/a,15,1339.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,14.9,0.0,5.0,2.0,40.0,0.34,0.13,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,1.0,9.0,12.0,N/a,N/a,1.0
Jack Clarke,Ipswich Town,eng ENG,MF,23.0,32.0,12,1181.0,13.1,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.3,0.3,0.0,0.3,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,13.1,0.0,17.0,2.0,11.8,1.3,0.15,0.0,0.0,0.0,0.0,0.0,16.0,23.0,3.0,14.0,7.0,18.0,N/a,N/a,0.0
Jack Harrison,Everton,eng ENG,"MF,FW",27.0,N/a,24,2076.0,23.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,34.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,23.1,1.0,29.0,7.0,24.1,1.26,0.3,0.03,0.14,0.0,0.0,0.0,13.0,28.0,4.0,131.0,9.0,23.0,N/a,N/a,0.0
Jack Hinshelwood,Brighton & Hove Albion,eng ENG,"MF,DF",19.0,26.0,22,1842.0,20.5,5.0,2.0,7.0,5.0,0.0,0.0,5.0,0.0,0.24,0.1,0.34,0.24,0.34,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,20.5,5.0,18.0,10.0,55.6,0.88,0.49,0.28,0.5,0.0,0.0,0.0,18.0,9.0,0.0,28.0,11.0,19.0,N/a,N/a,0.0
Jack Stephens,Southampton,eng ENG,DF,30.0,N/a,17,1389.0,15.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.06,0.0,0.06,0.06,0.06,19.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,15.4,1.0,4.0,2.0,50.0,0.26,0.13,0.25,0.5,0.0,0.0,0.0,13.0,4.0,1.0,1.0,12.0,20.0,N/a,N/a,0.0
Jacob Greaves,Ipswich Town,eng ENG,DF,23.0,25.0,25,2205.0,24.5,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.04,0.0,0.04,0.04,0.04,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,24.5,1.0,10.0,4.0,40.0,0.41,0.16,0.1,0.25,0.0,0.0,0.0,16.0,21.0,1.0,1.0,21.0,22.0,N/a,N/a,0.0
Jacob Murphy,Newcastle United,eng ENG,"FW,MF",29.0,35.0,31,2360.0,26.2,8.0,12.0,20.0,8.0,0.0,0.0,4.0,0.0,0.31,0.46,0.76,0.31,0.76,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,26.2,8.0,43.0,15.0,34.9,1.64,0.57,0.19,0.53,0.0,0.0,0.0,11.0,14.0,3.0,119.0,11.0,18.0,N/a,N/a,0.0
Jacob Ramsey,Aston Villa,eng ENG,MF,23.0,N/a,19,1623.0,18.0,1.0,3.0,4.0,1.0,0.0,0.0,4.0,1.0,0.06,0.17,0.22,0.06,0.22,29.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,18.0,1.0,19.0,4.0,21.1,1.05,0.22,0.05,0.25,0.0,0.0,1.0,13.0,28.0,5.0,11.0,8.0,15.0,N/a,N/a,0.0
Jadon Sancho,Chelsea,eng ENG,MF,24.0,31.0,19,1764.0,19.6,3.0,4.0,7.0,3.0,0.0,0.0,2.0,0.0,0.15,0.2,0.36,0.15,0.36,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,19.6,3.0,24.0,8.0,33.3,1.22,0.41,0.13,0.38,0.0,0.0,0.0,6.0,11.0,6.0,24.0,2.0,7.0,N/a,N/a,0.0
Jake O'Brien,Everton,ie IRL,DF,23.0,N/a,17,1571.0,17.5,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.11,0.0,0.11,0.11,0.11,20.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,17.5,2.0,6.0,3.0,50.0,0.34,0.17,0.33,0.67,0.0,0.0,0.0,13.0,4.0,3.0,18.0,4.0,17.0,N/a,N/a,0.0
Jakub Kiwior,Arsenal,pl POL,DF,24.0,17.0,10,1122.0,12.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.08,0.0,0.08,0.08,0.08,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,12.5,1.0,3.0,1.0,33.3,0.24,0.08,0.33,1.0,0.0,0.0,0.0,10.0,4.0,1.0,2.0,6.0,8.0,N/a,N/a,0.0
James Bree,Southampton,eng ENG,"DF,MF",26.0,N/a,13,1075.0,11.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,17.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,11.9,0.0,4.0,1.0,25.0,0.33,0.08,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,29.0,5.0,13.0,N/a,N/a,0.0
James Garner,Everton,eng ENG,"MF,DF",23.0,N/a,17,1594.0,17.7,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.06,0.06,0.0,0.06,21.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,17.7,0.0,12.0,4.0,33.3,0.68,0.23,0.0,0.0,0.0,0.0,0.0,20.0,15.0,0.0,55.0,20.0,32.0,N/a,N/a,0.0
James Justin,Leicester City,eng ENG,"DF,MF",26.0,N/a,34,2912.0,32.4,2.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0,0.06,0.06,0.12,0.06,0.12,36.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,32.4,2.0,25.0,7.0,28.0,0.77,0.22,0.08,0.29,0.0,0.0,0.0,28.0,44.0,2.0,57.0,44.0,38.0,N/a,N/a,0.0
James Tarkowski,Everton,eng ENG,DF,31.0,N/a,33,2922.0,32.5,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.03,0.03,0.06,0.03,0.06,33.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,32.5,1.0,15.0,4.0,26.7,0.46,0.12,0.07,0.25,0.0,0.0,0.0,35.0,29.0,1.0,1.0,37.0,40.0,N/a,N/a,0.0
James Ward-Prowse,West Ham United,eng ENG,MF,29.0,15.0,12,1039.0,11.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.09,0.09,0.17,0.09,0.17,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,11.5,1.0,12.0,4.0,33.3,1.04,0.35,0.08,0.25,0.0,0.0,0.0,10.0,4.0,0.0,48.0,8.0,14.0,N/a,N/a,0.0
Jamie Vardy,Leicester City,eng ENG,FW,37.0,N/a,35,2823.0,31.4,9.0,4.0,13.0,8.0,1.0,2.0,5.0,0.0,0.29,0.13,0.41,0.26,0.38,35.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,31.4,9.0,58.0,26.0,44.8,1.85,0.83,0.14,0.31,1.0,2.0,0.0,27.0,23.0,27.0,11.0,5.0,12.0,N/a,N/a,0.0
Jan Bednarek,Southampton,pl POL,DF,28.0,N/a,30,2531.0,28.1,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,0.07,0.0,0.07,0.07,0.07,30.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,28.1,2.0,5.0,3.0,60.0,0.18,0.11,0.4,0.67,0.0,0.0,0.0,31.0,13.0,0.0,1.0,55.0,19.0,N/a,N/a,0.0
Jan Paul van Hecke,Brighton & Hove Albion,nl NED,DF,24.0,34.0,33,2958.0,32.9,1.0,1.0,2.0,1.0,0.0,0.0,8.0,1.0,0.03,0.03,0.06,0.03,0.06,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,32.9,1.0,17.0,5.0,29.4,0.52,0.15,0.06,0.2,0.0,0.0,1.0,25.0,24.0,0.0,11.0,25.0,29.0,N/a,N/a,0.0
Jannik Vestergaard,Leicester City,dk DEN,DF,31.0,N/a,16,1391.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,15.5,0.0,3.0,2.0,66.7,0.19,0.13,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,15.0,10.0,N/a,N/a,1.0
Jarrad Branthwaite,Everton,eng ENG,DF,22.0,N/a,28,2511.0,27.9,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.04,0.04,0.0,0.04,30.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,27.9,0.0,10.0,3.0,30.0,0.36,0.11,0.0,0.0,0.0,0.0,0.0,12.0,18.0,2.0,6.0,24.0,21.0,N/a,N/a,0.0
Jarrod Bowen,West Ham United,eng ENG,"MF,FW",27.0,34.0,34,2973.0,33.0,13.0,8.0,21.0,12.0,1.0,1.0,1.0,0.0,0.39,0.24,0.64,0.36,0.61,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,33.0,13.0,87.0,37.0,42.5,2.63,1.12,0.14,0.32,1.0,1.0,0.0,20.0,51.0,10.0,106.0,16.0,25.0,N/a,N/a,0.0
Jean-Clair Todibo,West Ham United,fr FRA,DF,24.0,27.0,20,1825.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,20.3,0.0,5.0,0.0,0.0,0.25,0.0,0.0,N/a,0.0,0.0,0.0,16.0,6.0,0.0,3.0,23.0,26.0,N/a,N/a,0.0
Jean-Philippe Mateta,Crystal Palace,fr FRA,FW,27.0,37.0,33,2648.0,29.4,14.0,2.0,16.0,12.0,2.0,2.0,2.0,0.0,0.48,0.07,0.54,0.41,0.48,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,29.4,14.0,69.0,33.0,47.8,2.35,1.12,0.17,0.36,2.0,2.0,0.0,27.0,29.0,22.0,26.0,2.0,12.0,N/a,N/a,0.0
Jean-Ricner Bellegarde,Wolverhampton Wanderers,ht HAI,MF,26.0,35.0,20,1677.0,18.6,2.0,7.0,9.0,2.0,0.0,0.0,3.0,0.0,0.11,0.38,0.48,0.11,0.48,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,18.6,2.0,22.0,5.0,22.7,1.18,0.27,0.09,0.4,0.0,0.0,0.0,31.0,46.0,1.0,42.0,8.0,23.0,N/a,N/a,0.0
Jefferson Lerma,Crystal Palace,co COL,"MF,DF",29.0,33.0,26,2274.0,25.3,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.04,0.04,0.0,0.04,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,25.3,0.0,26.0,8.0,30.8,1.03,0.32,0.0,0.0,0.0,0.0,0.0,35.0,39.0,0.0,12.0,41.0,19.0,N/a,N/a,0.0
Jens Cajuste,Ipswich Town,se SWE,MF,24.0,30.0,25,1959.0,21.8,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.05,0.05,0.09,0.05,0.09,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,21.8,1.0,12.0,1.0,8.3,0.55,0.05,0.08,1.0,0.0,0.0,0.0,23.0,22.0,0.0,10.0,29.0,22.0,N/a,N/a,0.0
Jeremy Doku,Manchester City,be BEL,"MF,FW",22.0,29.0,16,1516.0,16.8,3.0,6.0,9.0,3.0,0.0,0.0,1.0,0.0,0.18,0.36,0.53,0.18,0.53,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,16.8,3.0,29.0,9.0,31.0,1.72,0.53,0.1,0.33,0.0,0.0,0.0,10.0,33.0,5.0,59.0,3.0,23.0,N/a,N/a,0.0
Jesper Lindstrøm,Everton,dk DEN,MF,24.0,N/a,15,1239.0,13.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.07,0.07,0.0,0.07,25.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,13.8,0.0,28.0,10.0,35.7,2.03,0.73,0.0,0.0,0.0,0.0,0.0,15.0,10.0,1.0,72.0,13.0,24.0,N/a,N/a,0.0
Joachim Andersen,Fulham,dk DEN,DF,28.0,N/a,29,2583.0,28.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,28.7,0.0,19.0,5.0,26.3,0.66,0.17,0.0,0.0,0.0,0.0,0.0,18.0,19.0,0.0,12.0,33.0,16.0,N/a,N/a,1.0
Joe Aribo,Southampton,ng NGA,MF,28.0,N/a,21,2013.0,22.4,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.13,0.0,0.13,0.13,0.13,32.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,22.4,3.0,17.0,7.0,41.2,0.76,0.31,0.18,0.43,0.0,0.0,0.0,20.0,27.0,1.0,10.0,20.0,34.0,N/a,N/a,0.0
Joe Willock,Newcastle United,eng ENG,MF,24.0,32.0,11,1086.0,12.1,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.17,0.17,0.0,0.17,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,12.1,0.0,18.0,3.0,16.7,1.49,0.25,0.0,0.0,0.0,0.0,0.0,22.0,13.0,3.0,17.0,7.0,18.0,N/a,N/a,0.0
Joelinton,Newcastle United,br BRA,"MF,FW",27.0,29.0,29,2393.0,26.6,4.0,3.0,7.0,4.0,0.0,0.0,10.0,0.0,0.15,0.11,0.26,0.15,0.26,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,26.6,4.0,45.0,14.0,31.1,1.69,0.53,0.09,0.29,0.0,0.0,0.0,58.0,34.0,7.0,16.0,20.0,35.0,N/a,N/a,0.0
John McGinn,Aston Villa,sct SCO,MF,29.0,N/a,27,2223.0,24.7,1.0,4.0,5.0,1.0,0.0,0.0,7.0,0.0,0.04,0.16,0.2,0.04,0.2,34.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,24.7,1.0,31.0,5.0,16.1,1.26,0.2,0.03,0.2,0.0,0.0,0.0,43.0,69.0,3.0,60.0,11.0,23.0,N/a,N/a,0.0
Jordan Ayew,Leicester City,gh GHA,MF,32.0,N/a,19,1638.0,18.2,5.0,0.0,5.0,4.0,1.0,1.0,5.0,0.0,0.27,0.0,0.27,0.22,0.22,30.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,18.2,5.0,32.0,10.0,31.3,1.76,0.55,0.13,0.4,1.0,1.0,0.0,30.0,58.0,7.0,57.0,11.0,14.0,N/a,N/a,0.0
Jordan Pickford,Everton,eng ENG,GK,30.0,N/a,38,3420.0,38.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.03,0.03,0.0,0.03,38.0,44.0,1.16,161.0,119.0,72.7,11.0,15.0,12.0,12.0,31.6,2.0,0.0,2.0,0.0,100.0,38.0,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0,N/a,N/a,0.0
Joshua Zirkzee,Manchester United,nl NED,"FW,MF",23.0,32.0,14,1402.0,15.6,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.19,0.06,0.26,0.19,0.26,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,15.6,3.0,28.0,11.0,39.3,1.8,0.71,0.11,0.27,0.0,0.0,0.0,9.0,13.0,3.0,3.0,6.0,8.0,N/a,N/a,0.0
José Sá,Wolverhampton Wanderers,pt POR,GK,31.0,29.0,29,2609.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,48.0,1.66,110.0,69.0,60.9,11.0,5.0,13.0,7.0,24.1,7.0,5.0,2.0,0.0,28.6,29.0,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,2.0,N/a,N/a,0.0
João Gomes,Wolverhampton Wanderers,br BRA,MF,23.0,36.0,35,2974.0,33.0,3.0,1.0,4.0,3.0,0.0,0.0,11.0,1.0,0.09,0.03,0.12,0.09,0.12,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,33.0,3.0,35.0,7.0,20.0,1.06,0.21,0.09,0.43,0.0,0.0,1.0,70.0,46.0,1.0,29.0,25.0,78.0,N/a,N/a,0.0
