Player,Team,Nation,Position,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Playing Time_MP,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG
João Pedro,Brighton & Hove Albion,br BRA,"FW,MF",22.0,27.0,23,1948.0,21.6,10.0,6.0,16.0,5.0,5.0,5.0,4.0,1.0,0.46,0.28,0.74,0.23,0.51,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,21.6,10.0,47.0,20.0,42.6,2.17,0.92,0.11,0.25,5.0,5.0,0.0,27.0,45.0,2.0,22.0,8.0,12.0,N/a,N/a,0.0
Joël Veltman,Brighton & Hove Albion,nl NED,DF,32.0,21.0,19,1697.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,18.9,0.0,6.0,1.0,16.7,0.32,0.05,0.0,0.0,0.0,0.0,0.0,27.0,44.0,0.0,24.0,20.0,29.0,N/a,N/a,0.0
Joško Gvardiol,Manchester City,hr CRO,DF,22.0,37.0,36,3277.0,36.4,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,0.14,0.0,0.14,0.14,0.14,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,36.4,5.0,40.0,12.0,30.0,1.1,0.33,0.13,0.42,0.0,0.0,0.0,16.0,27.0,3.0,22.0,42.0,38.0,N/a,N/a,0.0
Jurriën Timber,Arsenal,nl NED,DF,23.0,30.0,27,2417.0,26.9,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,0.04,0.11,0.15,0.04,0.15,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,26.9,1.0,14.0,4.0,28.6,0.52,0.15,0.07,0.25,0.0,0.0,0.0,30.0,29.0,7.0,28.0,24.0,36.0,N/a,N/a,0.0
Justin Kluivert,Bournemouth,nl NED,MF,25.0,N/a,29,2340.0,26.0,12.0,6.0,18.0,6.0,6.0,6.0,8.0,0.0,0.46,0.23,0.69,0.23,0.46,34.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,26.0,12.0,63.0,29.0,46.0,2.42,1.12,0.1,0.21,6.0,6.0,0.0,46.0,33.0,6.0,86.0,13.0,9.0,N/a,N/a,0.0
Jørgen Strand Larsen,Wolverhampton Wanderers,no NOR,FW,24.0,35.0,30,2587.0,28.7,14.0,4.0,18.0,14.0,0.0,0.0,4.0,0.0,0.49,0.14,0.63,0.49,0.63,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,28.7,14.0,54.0,34.0,63.0,1.88,1.18,0.26,0.41,0.0,0.0,0.0,46.0,19.0,16.0,6.0,5.0,7.0,N/a,N/a,0.0
Kai Havertz,Arsenal,de GER,FW,25.0,23.0,21,1875.0,20.8,9.0,3.0,12.0,9.0,0.0,0.0,5.0,0.0,0.43,0.14,0.58,0.43,0.58,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,20.8,9.0,53.0,21.0,39.6,2.54,1.01,0.17,0.43,0.0,0.0,0.0,38.0,23.0,14.0,11.0,5.0,8.0,N/a,N/a,0.0
Kalvin Phillips,Ipswich Town,eng ENG,MF,28.0,19.0,14,1237.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,13.7,0.0,11.0,2.0,18.2,0.8,0.15,0.0,0.0,0.0,0.0,1.0,28.0,21.0,0.0,20.0,18.0,20.0,N/a,N/a,0.0
Kamaldeen Sulemana,Southampton,gh GHA,"FW,MF",22.0,N/a,17,1402.0,15.6,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.06,0.06,0.13,0.06,0.13,26.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,15.6,1.0,29.0,8.0,27.6,1.86,0.51,0.03,0.13,0.0,0.0,0.0,22.0,11.0,3.0,26.0,5.0,16.0,N/a,N/a,0.0
Kaoru Mitoma,Brighton & Hove Albion,jp JPN,MF,27.0,36.0,28,2603.0,28.9,10.0,4.0,14.0,10.0,0.0,0.0,1.0,0.0,0.35,0.14,0.48,0.35,0.48,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,28.9,10.0,57.0,27.0,47.4,1.97,0.93,0.18,0.37,0.0,0.0,0.0,40.0,24.0,5.0,72.0,12.0,27.0,N/a,N/a,0.0
Keane Lewis-Potter,Brentford,eng ENG,"DF,MF",23.0,38.0,36,3093.0,34.4,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,0.03,0.09,0.12,0.03,0.12,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,34.4,1.0,28.0,14.0,50.0,0.81,0.41,0.04,0.07,0.0,0.0,0.0,18.0,31.0,4.0,75.0,20.0,27.0,N/a,N/a,0.0
Kenny Tete,Fulham,nl NED,DF,28.0,N/a,21,1774.0,19.7,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.1,0.1,0.0,0.1,22.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,19.7,0.0,24.0,2.0,8.3,1.22,0.1,0.0,0.0,0.0,0.0,0.0,35.0,16.0,1.0,38.0,30.0,38.0,N/a,N/a,0.0
Kepa Arrizabalaga,Bournemouth,es ESP,GK,29.0,N/a,31,2790.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,39.0,1.26,132.0,97.0,73.5,13.0,7.0,11.0,8.0,25.8,4.0,4.0,0.0,0.0,0.0,31.0,0.0,1.0,0.0,0.0,0.03,0.0,0.0,N/a,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,N/a,N/a,0.0
Kevin De Bruyne,Manchester City,be BEL,"MF,FW",33.0,28.0,19,1702.0,18.9,4.0,7.0,11.0,4.0,0.0,0.0,2.0,0.0,0.21,0.37,0.58,0.21,0.58,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,18.9,4.0,57.0,18.0,31.6,3.01,0.95,0.07,0.22,0.0,0.0,0.0,17.0,18.0,5.0,144.0,7.0,9.0,N/a,N/a,0.0
Kevin Schade,Brentford,de GER,"MF,FW",22.0,38.0,26,2293.0,25.5,11.0,2.0,13.0,11.0,0.0,0.0,3.0,0.0,0.43,0.08,0.51,0.43,0.51,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,25.5,11.0,55.0,27.0,49.1,2.16,1.06,0.2,0.41,0.0,0.0,0.0,21.0,38.0,13.0,39.0,5.0,26.0,N/a,N/a,0.0
Kieran Trippier,Newcastle United,eng ENG,DF,33.0,25.0,14,1309.0,14.5,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.21,0.21,0.0,0.21,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,14.5,0.0,4.0,0.0,0.0,0.28,0.0,0.0,N/a,0.0,0.0,0.0,16.0,11.0,2.0,83.0,11.0,22.0,N/a,N/a,0.0
Kobbie Mainoo,Manchester United,eng ENG,MF,19.0,25.0,19,1651.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,18.3,0.0,15.0,2.0,13.3,0.82,0.11,0.0,0.0,0.0,0.0,0.0,27.0,21.0,3.0,7.0,19.0,28.0,N/a,N/a,0.0
Konstantinos Mavropanos,West Ham United,gr GRE,DF,26.0,33.0,21,2045.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,22.7,0.0,18.0,5.0,27.8,0.79,0.22,0.0,0.0,0.0,0.0,1.0,17.0,16.0,3.0,2.0,39.0,23.0,N/a,N/a,0.0
Kristoffer Ajer,Brentford,no NOR,DF,26.0,24.0,17,1438.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,16.0,0.0,9.0,3.0,33.3,0.56,0.19,0.0,0.0,0.0,0.0,0.0,13.0,6.0,2.0,14.0,11.0,19.0,N/a,N/a,0.0
Kyle Walker,Manchester City,eng ENG,DF,34.0,15.0,9,970.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,10.8,0.0,5.0,2.0,40.0,0.46,0.19,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,14.0,3.0,10.0,N/a,N/a,0.0
Kyle Walker-Peters,Southampton,eng ENG,"MF,DF",27.0,N/a,33,2918.0,32.4,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.06,0.06,0.0,0.06,33.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,32.4,0.0,20.0,6.0,30.0,0.62,0.19,0.0,0.0,0.0,0.0,0.0,28.0,52.0,2.0,50.0,19.0,32.0,N/a,N/a,0.0
Leandro Trossard,Arsenal,be BEL,FW,29.0,38.0,28,2546.0,28.3,8.0,7.0,15.0,8.0,0.0,0.0,4.0,1.0,0.28,0.25,0.53,0.28,0.53,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,28.3,8.0,72.0,22.0,30.6,2.55,0.78,0.11,0.36,0.0,0.0,1.0,27.0,46.0,6.0,80.0,10.0,18.0,N/a,N/a,0.0
Leif Davis,Ipswich Town,eng ENG,DF,24.0,33.0,32,2743.0,30.5,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,0.03,0.07,0.1,0.03,0.1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,30.5,1.0,16.0,2.0,12.5,0.52,0.07,0.06,0.5,0.0,0.0,0.0,26.0,31.0,5.0,157.0,25.0,28.0,N/a,N/a,0.0
Leny Yoro,Manchester United,fr FRA,DF,18.0,21.0,12,1165.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,12.9,0.0,5.0,1.0,20.0,0.39,0.08,0.0,0.0,0.0,0.0,0.0,9.0,2.0,1.0,1.0,17.0,11.0,N/a,N/a,0.0
Leon Bailey,Aston Villa,jm JAM,MF,26.0,N/a,14,1139.0,12.7,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.08,0.16,0.24,0.08,0.24,24.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,12.7,1.0,28.0,6.0,21.4,2.21,0.47,0.04,0.17,0.0,0.0,0.0,12.0,18.0,3.0,34.0,4.0,4.0,N/a,N/a,0.0
Lesley Ugochukwu,Southampton,fr FRA,MF,20.0,N/a,18,1655.0,18.4,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.05,0.05,0.11,0.05,0.11,26.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,18.4,1.0,10.0,1.0,10.0,0.54,0.05,0.1,1.0,0.0,0.0,0.0,31.0,16.0,0.0,6.0,14.0,22.0,N/a,N/a,0.0
Levi Colwill,Chelsea,eng ENG,DF,21.0,35.0,35,3149.0,35.0,2.0,1.0,3.0,2.0,0.0,0.0,9.0,0.0,0.06,0.03,0.09,0.06,0.09,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,35.0,2.0,17.0,4.0,23.5,0.49,0.11,0.12,0.5,0.0,0.0,0.0,46.0,21.0,4.0,12.0,32.0,35.0,N/a,N/a,0.0
Lewis Cook,Bournemouth,eng ENG,"MF,DF",27.0,N/a,32,2978.0,33.1,1.0,3.0,4.0,1.0,0.0,0.0,8.0,1.0,0.03,0.09,0.12,0.03,0.12,36.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,33.1,1.0,14.0,4.0,28.6,0.42,0.12,0.07,0.25,0.0,0.0,0.0,48.0,10.0,3.0,132.0,45.0,42.0,N/a,N/a,0.0
Lewis Dunk,Brighton & Hove Albion,eng ENG,DF,32.0,25.0,23,2083.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,23.1,0.0,12.0,3.0,25.0,0.52,0.13,0.0,0.0,0.0,0.0,0.0,7.0,11.0,2.0,5.0,12.0,11.0,N/a,N/a,1.0
Lewis Hall,Newcastle United,eng ENG,DF,19.0,27.0,24,2189.0,24.3,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.16,0.16,0.0,0.16,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,24.3,0.0,11.0,1.0,9.1,0.45,0.04,0.0,0.0,0.0,0.0,0.0,9.0,21.0,1.0,110.0,17.0,40.0,N/a,N/a,0.0
Liam Delap,Ipswich Town,eng ENG,FW,21.0,37.0,32,2593.0,28.8,12.0,2.0,14.0,10.0,2.0,2.0,12.0,0.0,0.42,0.07,0.49,0.35,0.42,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,28.8,12.0,68.0,32.0,47.1,2.36,1.11,0.15,0.31,2.0,2.0,0.0,72.0,51.0,14.0,5.0,2.0,8.0,N/a,N/a,0.0
Lisandro Martínez,Manchester United,ar ARG,DF,26.0,20.0,20,1751.0,19.5,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,0.1,0.05,0.15,0.1,0.15,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,19.5,2.0,17.0,6.0,35.3,0.87,0.31,0.12,0.33,0.0,0.0,0.0,22.0,7.0,0.0,9.0,31.0,24.0,N/a,N/a,0.0
Lucas Digne,Aston Villa,fr FRA,DF,31.0,N/a,28,2351.0,26.1,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.15,0.15,0.0,0.15,32.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,26.1,0.0,13.0,3.0,23.1,0.5,0.11,0.0,0.0,0.0,0.0,0.0,21.0,16.0,7.0,140.0,22.0,36.0,N/a,N/a,0.0
Lucas Paquetá,West Ham United,br BRA,"MF,FW",26.0,33.0,27,2380.0,26.4,4.0,0.0,4.0,2.0,2.0,2.0,10.0,0.0,0.15,0.0,0.15,0.08,0.08,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,26.4,4.0,41.0,6.0,14.6,1.55,0.23,0.05,0.33,2.0,2.0,0.0,53.0,62.0,5.0,29.0,17.0,36.0,N/a,N/a,0.0
Luis Díaz,Liverpool,co COL,"FW,MF",27.0,36.0,28,2399.0,26.7,13.0,5.0,18.0,13.0,0.0,0.0,2.0,0.0,0.49,0.19,0.68,0.49,0.68,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,26.7,13.0,71.0,30.0,42.3,2.66,1.13,0.18,0.43,0.0,0.0,0.0,48.0,31.0,10.0,32.0,7.0,27.0,N/a,N/a,0.0
Luke Thomas,Leicester City,eng ENG,DF,23.0,N/a,13,1110.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,12.3,0.0,5.0,0.0,0.0,0.41,0.0,0.0,N/a,0.0,0.0,0.0,16.0,10.0,0.0,28.0,20.0,25.0,N/a,N/a,0.0
Luke Woolfenden,Ipswich Town,eng ENG,DF,25.0,15.0,12,1187.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,13.2,0.0,1.0,0.0,0.0,0.08,0.0,0.0,N/a,0.0,0.0,0.0,5.0,2.0,1.0,0.0,21.0,6.0,N/a,N/a,0.0
Mads Hermansen,Leicester City,dk DEN,GK,24.0,N/a,27,2385.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,58.0,2.19,156.0,102.0,64.7,3.0,6.0,18.0,1.0,3.7,4.0,3.0,1.0,0.0,25.0,26.5,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,N/a,N/a,0.0
Mads Roerslev,Brentford,dk DEN,DF,25.0,19.0,11,1101.0,12.2,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.16,0.16,0.0,0.16,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,12.2,0.0,5.0,2.0,40.0,0.41,0.16,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,30.0,4.0,8.0,N/a,N/a,0.0
Malo Gusto,Chelsea,fr FRA,DF,21.0,32.0,19,1862.0,20.7,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.05,0.05,0.0,0.05,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,20.7,0.0,22.0,5.0,22.7,1.06,0.24,0.0,0.0,0.0,0.0,0.0,20.0,20.0,2.0,54.0,25.0,31.0,N/a,N/a,0.0
Manuel Akanji,Manchester City,ch SUI,"DF,MF",29.0,26.0,23,2014.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,22.4,0.0,15.0,2.0,13.3,0.67,0.09,0.0,0.0,0.0,0.0,0.0,17.0,9.0,0.0,11.0,9.0,11.0,N/a,N/a,0.0
Manuel Ugarte,Manchester United,uy URU,MF,23.0,29.0,22,1785.0,19.8,1.0,2.0,3.0,1.0,0.0,0.0,11.0,0.0,0.05,0.1,0.15,0.05,0.15,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,19.8,1.0,19.0,4.0,21.1,0.96,0.2,0.05,0.25,0.0,0.0,0.0,41.0,33.0,0.0,7.0,26.0,50.0,N/a,N/a,1.0
Marc Cucurella,Chelsea,es ESP,DF,26.0,36.0,33,2988.0,33.2,5.0,1.0,6.0,5.0,0.0,0.0,10.0,1.0,0.15,0.03,0.18,0.15,0.18,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,33.2,5.0,24.0,12.0,50.0,0.72,0.36,0.21,0.42,0.0,0.0,1.0,37.0,38.0,3.0,29.0,26.0,46.0,N/a,N/a,0.0
Marc Guéhi,Crystal Palace,eng ENG,DF,24.0,34.0,34,3059.0,34.0,3.0,2.0,5.0,3.0,0.0,0.0,9.0,1.0,0.09,0.06,0.15,0.09,0.15,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,34.0,3.0,15.0,7.0,46.7,0.44,0.21,0.2,0.43,0.0,0.0,1.0,23.0,27.0,1.0,13.0,29.0,32.0,N/a,N/a,3.0
Marcos Senesi,Bournemouth,ar ARG,DF,27.0,N/a,13,1106.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,12.3,0.0,2.0,0.0,0.0,0.16,0.0,0.0,N/a,0.0,0.0,0.0,22.0,8.0,1.0,11.0,14.0,19.0,N/a,N/a,0.0
Marcus Rashford,Manchester United,eng ENG,MF,26.0,15.0,12,978.0,10.9,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,0.37,0.09,0.46,0.37,0.46,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,10.9,4.0,16.0,9.0,56.3,1.47,0.83,0.25,0.44,0.0,0.0,0.0,8.0,7.0,7.0,27.0,5.0,4.0,N/a,N/a,0.0
Marcus Tavernier,Bournemouth,eng ENG,MF,25.0,N/a,20,1939.0,21.5,3.0,5.0,8.0,3.0,0.0,0.0,6.0,0.0,0.14,0.23,0.37,0.14,0.37,29.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,21.5,3.0,57.0,17.0,29.8,2.65,0.79,0.05,0.18,0.0,0.0,0.0,34.0,28.0,4.0,108.0,4.0,22.0,N/a,N/a,0.0
Mario Lemina,Wolverhampton Wanderers,ga GAB,"MF,DF",30.0,17.0,15,1364.0,15.2,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,0.07,0.2,0.26,0.07,0.26,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,15.2,1.0,18.0,5.0,27.8,1.19,0.33,0.06,0.2,0.0,0.0,0.0,17.0,8.0,4.0,10.0,26.0,33.0,N/a,N/a,0.0
Mark Flekken,Brentford,nl NED,GK,31.0,37.0,37,3275.0,36.4,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.05,0.0,0.05,37.0,55.0,1.51,207.0,152.0,73.9,16.0,8.0,13.0,8.0,21.6,1.0,1.0,0.0,0.0,0.0,36.4,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,N/a,N/a,0.0
Marshall Munetsi,Wolverhampton Wanderers,zw ZIM,"MF,FW",28.0,14.0,12,1078.0,12.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.17,0.08,0.25,0.17,0.25,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,12.0,2.0,22.0,7.0,31.8,1.84,0.58,0.09,0.29,0.0,0.0,0.0,18.0,10.0,3.0,10.0,6.0,11.0,N/a,N/a,0.0
Martin Ødegaard,Arsenal,no NOR,MF,25.0,30.0,26,2325.0,25.8,3.0,8.0,11.0,2.0,1.0,1.0,4.0,0.0,0.12,0.31,0.43,0.08,0.39,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,25.8,3.0,49.0,17.0,34.7,1.9,0.66,0.04,0.12,1.0,1.0,0.0,12.0,23.0,1.0,86.0,6.0,8.0,N/a,N/a,0.0
